time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-30T05:16:50.238Z,57.8169,-155.5524,89.9,2,ml,,,,0.33,ak,ak020dyug7gu,2020-11-12T17:10:40.472Z,"71 km WNW of Karluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-30T05:12:31.948Z,44.0371,147.1044,79.28,4.3,mb,,135,3.252,0.68,us,us7000c7vc,2020-11-14T08:18:11.040Z,"40 km NE of Shikotan, Russia",earthquake,7.9,6,0.093,33,reviewed,us,us
2020-10-30T05:11:46.409Z,54.1486,-159.7942,24.74,2.8,ml,,251,0.694,0.49,us,us7000cdw2,2020-11-14T08:15:43.040Z,"139 km SSE of Sand Point, Alaska",earthquake,3.7,10.8,0.085,18,reviewed,us,us
2020-10-30T05:10:56.489Z,54.5643,-159.6209,21.3,2.1,ml,,,,0.44,ak,ak020dyuexo0,2020-11-12T17:10:54.340Z,"102 km SSE of Sand Point, Alaska",earthquake,,3,,,reviewed,ak,ak
2020-10-30T05:10:01.640Z,35.9118333,-117.6733333,9.26,0.16,ml,12,80,0.04053,0.05,ci,ci39450175,2020-10-30T16:16:51.422Z,"21km E of Little Lake, CA",earthquake,0.14,0.31,0.057,4,reviewed,ci,ci
2020-10-30T05:08:33.900Z,19.2035,-155.410833333333,34.72,2.38,md,52,165,,0.1,hv,hv72208151,2020-11-14T08:13:15.040Z,"7 km E of Pāhala, Hawaii",earthquake,0.43,0.62,0.19216746558111,22,reviewed,hv,hv
2020-10-30T05:05:39.174Z,-20.5731,-68.9759,106.09,4.1,mb,,43,0.46,0.81,us,us7000c7va,2020-11-14T08:12:35.212Z,"128 km ESE of Iquique, Chile",earthquake,6.2,6.4,0.166,10,reviewed,us,us
2020-10-30T05:03:44.635Z,66.2363,-157.1451,6.4,1.2,ml,,,,0.27,ak,ak020dyudeqn,2020-11-12T17:10:54.113Z,"68 km NNW of Huslia, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-30T04:59:26.170Z,33.5905,-116.8065,7.3,0.14,ml,26,42,0.03553,0.14,ci,ci39450023,2020-10-30T16:07:07.390Z,"13km WNW of Anza, CA",earthquake,0.18,0.43,0.167,10,reviewed,ci,ci
2020-10-30T04:58:35.458Z,54.4281,-159.6567,20.5,3.3,ml,,242,0.405,0.35,us,us7000cdvk,2020-11-12T23:13:04.040Z,"114 km SSE of Sand Point, Alaska",earthquake,4.3,13.6,0.077,22,reviewed,us,us
2020-10-30T04:54:39.010Z,38.1708,-117.9092,13.3,1.1,ml,15,108.77,0.03,0.19,nn,nn00781032,2020-10-30T05:28:34.635Z,"29 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-10-30T04:53:47.930Z,54.5852,-159.518,27.9,2.3,ml,,,,0.73,ak,ak020dyu2p4y,2020-11-12T17:10:40.002Z,"104 km SE of Sand Point, Alaska",earthquake,,1,,,reviewed,ak,ak
2020-10-30T04:47:58.340Z,33.511,-116.5608333,13.52,0.35,ml,22,77,0.0382,0.09,ci,ci39450015,2020-10-30T16:13:13.135Z,"12km ESE of Anza, CA",earthquake,0.16,0.3,0.277,3,reviewed,ci,ci
2020-10-30T04:46:56.490Z,54.5551,-159.65,20,2.3,ml,,,,0.53,ak,ak020dyu17u9,2020-11-12T17:10:53.896Z,"102 km SSE of Sand Point, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2020-10-30T04:44:52.230Z,35.7065,-117.5011667,3.12,0.56,ml,21,103,0.1342,0.16,ci,ci37459453,2020-10-30T15:36:07.914Z,"11km SW of Searles Valley, CA",earthquake,0.26,0.92,0.106,5,reviewed,ci,ci
2020-10-30T04:44:12.010Z,36.1878333,-117.386,3.1,1.05,ml,18,61,0.1541,0.17,ci,ci39450007,2020-10-30T15:21:43.594Z,"47km N of Searles Valley, CA",earthquake,0.27,0.96,0.183,5,reviewed,ci,ci
2020-10-30T04:41:31.505Z,54.4845,-159.7935,17.61,2.6,ml,,276,0.366,0.12,us,us7000cdvz,2020-11-12T22:40:36.040Z,"105 km SSE of Sand Point, Alaska",earthquake,5.6,9.2,,,reviewed,us,ak
2020-10-30T04:36:29.522Z,54.5552,-159.662,31.28,5.1,mww,,123,0.279,0.88,us,us7000c7v4,2020-11-12T19:33:22.067Z,"102 km SSE of Sand Point, Alaska",earthquake,6.8,4.1,0.061,26,reviewed,us,us
2020-10-30T04:34:43.750Z,36.1588333,-117.867,4.27,0.93,ml,25,56,0.04232,0.14,ci,ci39449999,2020-10-30T16:14:35.336Z,"15km NNE of Coso Junction, CA",earthquake,0.19,0.35,0.307,13,reviewed,ci,ci
2020-10-30T04:34:25.220Z,46.9068333,-112.2545,13.22,1.05,ml,15,208,0.068,0.18,mb,mb80472249,2020-10-30T14:23:28.470Z,"17 km NNE of Marysville, Montana",earthquake,0.81,0.44,0.204,5,reviewed,mb,mb
2020-10-30T04:33:32.723Z,-21.1022,-178.4886,587.3,4.3,mb,,152,4.669,0.88,us,us7000cas6,2020-11-06T00:36:39.040Z,"Fiji region",earthquake,10.4,7.7,0.126,19,reviewed,us,us
2020-10-30T04:29:59.880Z,17.9228,-66.8383,13,2.6,md,21,202,0.0664,0.09,pr,pr2020304000,2020-10-30T04:56:17.122Z,"8 km SSW of Indios, Puerto Rico",earthquake,0.55,0.25,0.05,7,reviewed,pr,pr
2020-10-30T04:26:11.260Z,63.1532,-151.6521,160.9,1.7,ml,,,,0.41,ak,ak020dytwu7h,2020-11-12T17:10:39.317Z,"43 km S of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-30T04:06:49.491Z,-23.358,-175.2837,35,4.8,mb,,116,6.324,0.65,us,us7000c7uz,2020-10-30T04:31:12.040Z,"226 km S of ‘Ohonua, Tonga",earthquake,8.8,1.9,0.055,100,reviewed,us,us
2020-10-30T04:06:43.880Z,35.6425,-117.5631667,9.8,1.05,ml,32,64,0.08066,0.12,ci,ci39449991,2020-10-30T16:08:12.118Z,"10km ENE of Ridgecrest, CA",earthquake,0.16,0.38,0.139,12,reviewed,ci,ci
2020-10-30T04:04:44.847Z,62.197,-150.1401,20,1.1,ml,,,,0.76,ak,ak020dyts6oz,2020-11-12T17:10:39.067Z,"14 km SSE of Trapper Creek, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-10-30T04:00:59.790Z,33.0218333,-116.6766667,10.02,-0.08,ml,7,222,0.08885,0.08,ci,ci37459469,2020-10-30T16:02:49.087Z,"9km SW of Julian, CA",earthquake,0.52,0.63,0.16,3,reviewed,ci,ci
2020-10-30T04:00:57.360Z,33.748,-117.1193333,9.33,0.59,ml,28,85,0.1059,0.11,ci,ci39449967,2020-10-30T15:58:45.411Z,"3km NE of Menifee, CA",earthquake,0.2,0.53,0.085,10,reviewed,ci,ci
2020-10-30T03:58:53.950Z,37.2848333,-121.658,6.01,1.42,md,32,41,0.05802,0.05,nc,nc73476301,2020-11-07T04:37:05.006Z,"16km E of Seven Trees, CA",earthquake,0.17,0.43,0.252,30,reviewed,nc,nc
2020-10-30T03:58:23.540Z,37.6411667,-119.3903333,6.46,1.55,md,16,147,0.247,0.23,nc,nc73476306,2020-10-30T17:15:07.956Z,"20km SE of Yosemite Valley, CA",earthquake,1,6.06,0.19,14,reviewed,nc,nc
2020-10-30T03:57:04.977Z,52.6057,171.9401,35,4.1,mb,,195,1.32,0.97,us,us7000cas5,2020-11-06T00:22:41.040Z,"88 km WSW of Attu Station, Alaska",earthquake,7.9,2,0.174,11,reviewed,us,us
2020-10-30T03:53:15.380Z,38.1937,-117.864,9.8,0.6,ml,12,113.78,0.025,0.02,nn,nn00781026,2020-10-30T04:43:54.277Z,"30 km SE of Mina, Nevada",earthquake,,5.7,,,automatic,nn,nn
2020-10-30T03:52:02.000Z,36.86866667,-97.45566667,6,1.11,ml,42,93,0.1448715713,0.31,ok,ok2020vhxc,2020-11-02T15:41:43.361Z,"7 km N of Nardin, Oklahoma",earthquake,,1.2,0.23,15,reviewed,ok,ok
2020-10-30T03:46:45.587Z,-22.9706,-66.6654,236.2,4.4,mb,,96,1.395,0.59,us,us7000c7uh,2020-10-30T04:09:35.040Z,"103 km WSW of Abra Pampa, Argentina",earthquake,10.2,6.6,0.161,11,reviewed,us,us
2020-10-30T03:45:47.500Z,32.83,-115.9366667,11.04,1.14,ml,31,52,0.06292,0.2,ci,ci39449951,2020-10-30T15:51:44.979Z,"12km NNE of Ocotillo, CA",earthquake,0.24,0.5,0.16,12,reviewed,ci,ci
2020-10-30T03:43:48.918Z,31.652,-104.3253,5,2.8,ml,,65,0.15,0.38,us,us7000c7ug,2020-10-30T03:51:43.040Z,"58 km S of Whites City, New Mexico",earthquake,1.7,2,0.081,68,reviewed,us,us
2020-10-30T03:42:26.000Z,36.1941667,-117.3958333,3.39,1.08,ml,29,62,0.1554,0.15,ci,ci39449943,2020-10-30T22:06:44.484Z,"48km N of Searles Valley, CA",earthquake,0.18,0.65,0.209,11,reviewed,ci,ci
2020-10-30T03:41:39.250Z,37.6398333,-119.3936667,7.21,1.27,md,12,146,0.2496,0.26,nc,nc73476296,2020-11-05T13:40:06.319Z,"20km SE of Yosemite Valley, CA",earthquake,0.81,7.13,0.196,8,reviewed,nc,nc
2020-10-30T03:41:10.127Z,61.993,-148.1766,26.8,2.2,ml,,,,0.55,ak,ak020dytelzi,2020-11-12T17:10:38.745Z,"26 km NE of Chickaloon, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-30T03:38:51.210Z,47.7383333333333,-122.028166666667,0.15,0.81,ml,5,131,0.01086,0.11,uw,uw61698346,2020-10-30T18:52:10.910Z,"3 km W of Duvall, Washington",earthquake,0.36,0.68,0.297682587249481,3,reviewed,uw,uw
2020-10-30T03:31:32.682Z,39.9639,-119.5785,13.6,0.3,ml,6,179.22,0.19,0.1257,nn,nn00781131,2020-10-31T02:27:00.582Z,"2 km NE of Sutcliffe, Nevada",earthquake,,4.1,0.31,3,reviewed,nn,nn
2020-10-30T03:29:21.580Z,35.4751667,-118.3383333,2.86,0.91,ml,24,109,0.1728,0.16,ci,ci39449919,2020-10-30T15:19:10.762Z,"19km SE of Bodfish, CA",earthquake,0.28,0.73,0.135,9,reviewed,ci,ci
2020-10-30T03:25:35.790Z,35.5056667,-118.4056667,3.5,1.25,ml,17,114,0.1664,0.23,ci,ci39449911,2020-10-30T13:48:48.655Z,"12km SE of Bodfish, CA",earthquake,0.45,1.59,0.171,17,reviewed,ci,ci
2020-10-30T03:23:14.761Z,60.8002,-151.4855,75.8,1.4,ml,,,,0.42,ak,ak020dytarj7,2020-11-12T17:10:38.476Z,"16 km NW of Nikiski, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-30T03:13:34.734Z,59.5561,-153.6283,115.6,1.8,ml,,,,0.51,ak,ak020dyt8nuu,2020-11-12T17:10:38.190Z,"37 km SE of Pedro Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-30T03:04:18.490Z,36.1845,-118.022,2.58,0.65,ml,19,78,0.1509,0.11,ci,ci39449895,2020-10-30T15:11:27.762Z,"11km S of Olancha, CA",earthquake,0.19,0.71,0.112,6,reviewed,ci,ci
2020-10-30T03:02:03.414Z,-22.8014,-114.4349,10,4.7,mb,,188,40.03,0.49,us,us7000c7u4,2020-10-30T03:21:32.040Z,"Easter Island region",earthquake,9,2,0.045,148,reviewed,us,us
2020-10-30T03:00:06.570Z,33.691,-116.7621667,16.99,0.75,ml,27,73,0.04479,0.14,ci,ci39449887,2020-10-30T13:50:56.560Z,"7km SW of Idyllwild, CA",earthquake,0.28,0.4,0.144,24,reviewed,ci,ci
2020-10-30T02:57:12.759Z,66.3126,-157.375,4.4,1.2,ml,,,,0.48,ak,ak020dyswm4r,2020-11-12T17:10:53.456Z,"65 km S of Shungnak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-30T02:55:22.033Z,54.4309,-159.6959,21.5,2.9,ml,,223,0.405,0.65,us,us7000cdvh,2020-11-12T22:37:48.040Z,"113 km SSE of Sand Point, Alaska",earthquake,4.2,11.5,0.074,24,reviewed,us,us
2020-10-30T02:54:01.510Z,36.444,-91.419,4.86,2.08,md,14,125,0.4303,0.17,nm,nm60116223,2020-10-30T14:37:00.590Z,"12 km ESE of Mammoth Spring, Arkansas",earthquake,0.5,3.93,0.184,13,reviewed,nm,nm
2020-10-30T02:53:04.010Z,38.1145,-117.9298,11.6,1,ml,12,92.13,0.023,0.38,nn,nn00781021,2020-10-30T03:09:54.121Z,"34 km SSE of Mina, Nevada",earthquake,,2.2,,,automatic,nn,nn
2020-10-30T02:45:42.010Z,37.64,-119.386,9.41,2.36,md,35,60,0.2436,0.07,nc,nc73476281,2020-11-04T14:20:07.106Z,"20km ESE of Yosemite Valley, CA",earthquake,0.22,1.28,0.242,34,reviewed,nc,nc
2020-10-30T02:45:41.691Z,37.6298,-119.4186,5.9,2.3,ml,19,160.5,0.269,0.1624,nn,nn00781016,2020-11-04T10:55:00.292Z,"18 km SE of Yosemite Valley, California",earthquake,,1.7,0.33,7,reviewed,nn,nn
2020-10-30T02:39:07.890Z,52.3296666666667,-174.1585,3.98,0.64,ml,5,178,,0.18,av,av91011043,2020-10-30T04:23:53.540Z,"15 km N of Atka, Alaska",earthquake,0.57,1.39,0.231574934053709,5,reviewed,av,av
2020-10-30T02:38:15.730Z,35.859,-117.6875,8.77,0.39,ml,18,78,0.08054,0.09,ci,ci39449871,2020-10-30T15:05:01.730Z,"22km ESE of Little Lake, CA",earthquake,0.15,0.42,0.085,5,reviewed,ci,ci
2020-10-30T02:36:52.240Z,19.4106674194336,-155.275833129883,0.400000005960464,1.90999997,md,18,73,,0.0900000036,hv,hv72207776,2020-10-30T02:42:22.330Z,"5 km SW of Volcano, Hawaii",earthquake,0.17,0.239999995,1.60000002,14,automatic,hv,hv
2020-10-30T02:34:22.067Z,-20.8916,-178.5061,580.1,5.3,mww,,35,4.511,1.01,us,us7000c7tm,2020-10-30T02:51:52.040Z,"Fiji region",earthquake,10.7,7.4,0.098,10,reviewed,us,us
2020-10-30T02:33:28.780Z,35.953,-117.6646667,2.4,1.48,ml,20,55,0.01266,0.13,ci,ci39449863,2020-10-30T13:51:59.240Z,"22km E of Little Lake, CA",earthquake,0.26,0.25,0.17,22,reviewed,ci,ci
2020-10-30T02:26:45.370Z,40.7241667,-112.0626667,7.99,0.41,md,18,83,0.02055,0.15,uu,uu60416497,2020-11-02T21:58:22.620Z,"3 km ENE of Magna, Utah",earthquake,0.35,0.84,0.381,6,reviewed,uu,uu
2020-10-30T02:26:21.314Z,-62.3488,-58.2264,10,4.7,mb,,124,0.232,1.12,us,us7000c7tj,2020-10-30T02:52:33.040Z,"South Shetland Islands",earthquake,4.3,1.9,0.134,17,reviewed,us,us
2020-10-30T02:24:41.200Z,44.7903333,-110.8091667,4.62,1.57,ml,18,112,0.0295,0.19,uu,uu60416492,2020-11-02T19:11:57.220Z,"22 km SSW of Mammoth, Wyoming",earthquake,0.33,0.55,0.418,4,reviewed,uu,uu
2020-10-30T02:18:09.980Z,35.8683333,-117.6991667,11.04,0.54,ml,7,100,0.08005,0.04,ci,ci39449839,2020-10-30T13:51:29.103Z,"20km ESE of Little Lake, CA",earthquake,0.22,0.56,0.229,6,reviewed,ci,ci
2020-10-30T02:03:07.542Z,54.5734,-159.757,22.4,2.2,ml,,,,0.44,ak,ak020dysl12a,2020-11-12T17:10:53.227Z,"97 km SSE of Sand Point, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2020-10-30T02:02:56.740Z,37.6391667,-119.3888333,5.15,1.5,md,22,77,0.2458,0.14,nc,nc73476271,2020-11-05T10:57:06.159Z,"20km SE of Yosemite Valley, CA",earthquake,0.47,6.36,0.195,20,reviewed,nc,nc
2020-10-30T02:02:34.832Z,-7.0549,125.2964,527.11,4.2,mb,,101,2.869,0.98,us,us7000cas7,2020-11-06T00:06:19.040Z,"169 km N of Dili, Timor Leste",earthquake,7.9,12.6,0.216,6,reviewed,us,us
2020-10-30T02:02:10.300Z,47.6835,-120.029166666667,7.93,0.64,ml,5,106,0.0522,0.07,uw,uw61698331,2020-10-30T18:42:03.400Z,"5 km NE of Waterville, Washington",earthquake,0.29,0.7,0.0743789889292829,2,reviewed,uw,uw
2020-10-30T02:01:02.950Z,37.6426667,-119.3971667,6.54,2.19,md,28,111,0.2525,0.17,nc,nc73476266,2020-10-30T05:38:04.817Z,"19km SE of Yosemite Valley, CA",earthquake,0.58,3.28,0.193,25,reviewed,nc,nc
2020-10-30T01:59:22.820Z,19.4083333333333,-155.273333333333,4.12,0.6,md,18,63,,0.13,hv,hv72207701,2020-11-07T04:54:06.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.34,0.52,0.0865727058530417,6,reviewed,hv,hv
2020-10-30T01:58:53.620Z,19.1569995880127,-155.363159179688,2.76999998092651,2.48,ml,10,244,,0.100000001,hv,hv72207691,2020-10-30T02:04:24.590Z,"13 km ESE of Pāhala, Hawaii",earthquake,2.07,13.4499998,0.36,9,automatic,hv,hv
2020-10-30T01:57:53.698Z,63.1748,-151.5559,5.7,1.3,ml,,,,0.41,ak,ak020dysb9ot,2020-11-12T17:10:37.676Z,"41 km SSE of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-30T01:56:22.920Z,36.35683333,-97.3605,7.84,1.73,ml,74,35,0,0.25,ok,ok2020vhtg,2020-10-30T13:19:50.117Z,"9 km NW of Perry, Oklahoma",earthquake,,0.6,0.23,29,reviewed,ok,ok
2020-10-30T01:53:01.860Z,35.9498333,-117.6658333,2.55,1.46,ml,29,42,0.01269,0.12,ci,ci39449815,2020-10-30T15:00:18.090Z,"22km E of Little Lake, CA",earthquake,0.14,0.18,0.163,15,reviewed,ci,ci
2020-10-30T01:44:44.413Z,54.5353,-159.5294,25.8,2.2,ml,,,,0.41,ak,ak020dys8gnt,2020-11-12T17:10:53.009Z,"108 km SE of Sand Point, Alaska",earthquake,,6,,,reviewed,ak,ak
2020-10-30T01:43:12.320Z,46.8286666666667,-121.938833333333,9.93,0.56,ml,12,202,0.01477,0.08,uw,uw61698326,2020-11-02T18:33:40.860Z,"10 km NE of Ashford, Washington",earthquake,0.52,0.4,0.178461774932832,4,reviewed,uw,uw
2020-10-30T01:41:04.980Z,61.0446,-138.8862,5,0.7,ml,,,,0.6,ak,ak020dys7qil,2020-11-12T17:10:37.437Z,"81 km WNW of Haines Junction, Canada",earthquake,,0.3,,,reviewed,ak,ak
2020-10-30T01:39:46.430Z,33.6803333,-116.759,15.13,0.43,ml,24,131,0.0484,0.11,ci,ci39449807,2020-10-30T14:52:13.368Z,"8km SSW of Idyllwild, CA",earthquake,0.25,0.32,0.093,7,reviewed,ci,ci
2020-10-30T01:38:44.410Z,33.4715,-116.4501667,8.21,1.45,ml,53,61,0.1092,0.2,ci,ci39449799,2020-10-30T13:54:04.790Z,"23km ESE of Anza, CA",earthquake,0.19,0.77,0.164,26,reviewed,ci,ci
2020-10-30T01:37:59.064Z,60.7561,-151.1028,57.6,1.4,ml,,,,0.46,ak,ak020dys6zsk,2020-11-12T17:10:37.172Z,"12 km NE of Nikiski, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-30T01:37:14.945Z,54.5416,-159.6345,35,3.2,ml,,224,0.291,0.6,us,us7000cdvg,2020-11-12T22:31:27.040Z,"104 km SSE of Sand Point, Alaska",earthquake,4.3,2,0.069,28,reviewed,us,us
2020-10-30T01:35:00.510Z,37.64,-119.3855,7.6,1.51,md,21,61,0.2432,0.11,nc,nc73476256,2020-11-05T13:00:05.022Z,"20km ESE of Yosemite Valley, CA",earthquake,0.37,1.98,0.128,18,reviewed,nc,nc
2020-10-30T01:33:12.991Z,54.8152,-162.3375,77.19,2.9,ml,,187,0.293,0.49,us,us7000cdvf,2020-11-12T22:24:27.040Z,"27 km S of King Cove, Alaska",earthquake,5.9,7.2,0.081,20,reviewed,us,us
2020-10-30T01:32:08.300Z,35.9138333,-117.6936667,3.52,0.64,ml,8,98,0.04889,0.05,ci,ci39449791,2020-10-30T13:53:19.117Z,"19km E of Little Lake, CA",earthquake,0.19,1.05,0.129,7,reviewed,ci,ci
2020-10-30T01:29:10.920Z,19.4076671600342,-155.273834228516,0.610000014305115,1.79999995,md,19,60,,0.189999998,hv,hv72207616,2020-10-30T01:34:41.250Z,"5 km SW of Volcano, Hawaii",earthquake,0.23,0.419999987,0.300000012,13,automatic,hv,hv
2020-10-30T01:28:19.972Z,-7.6922,119.3721,284.84,4.2,mb,,111,2.687,0.64,us,us7000c7t8,2020-10-30T01:44:27.040Z,"100 km N of Komodo, Indonesia",earthquake,7.3,11.9,0.152,12,reviewed,us,us
2020-10-30T01:26:07.307Z,68.6476,-147.1699,3.9,1.1,ml,,,,0.42,ak,ak020dys4iwq,2020-11-12T17:10:52.772Z,"88 km NW of Arctic Village, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-30T01:13:38.860Z,35.9475,-117.664,2.73,0.81,ml,19,54,0.01106,0.07,ci,ci39449783,2020-10-30T14:46:03.775Z,"22km E of Little Lake, CA",earthquake,0.13,0.12,0.119,11,reviewed,ci,ci
2020-10-30T01:13:20.180Z,39.8667,-118.3973,16.3,1.3,ml,9,142.2,0.589,0.11,nn,nn00780999,2020-10-30T01:22:32.793Z,"35 km S of Lovelock, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-10-30T01:12:59.320Z,38.1738,-117.8745,10.6,1.2,ml,16,160.95,0.016,0.1,nn,nn00780996,2020-10-30T01:16:13.393Z,"31 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-10-30T01:11:49.210Z,35.5021667,-118.4121667,3.25,1.15,ml,26,69,0.168,0.16,ci,ci39449775,2020-10-30T14:41:45.900Z,"12km SE of Bodfish, CA",earthquake,0.27,0.69,0.193,13,reviewed,ci,ci
2020-10-30T01:10:31.266Z,2.9293,128.583,230.72,4.2,mb,,139,2.463,0.5,us,us7000cas3,2020-11-05T23:42:56.040Z,"147 km NNE of Tobelo, Indonesia",earthquake,13.9,3.3,0.159,11,reviewed,us,us
2020-10-30T01:07:47.210Z,35.7718333,-117.5833333,6.43,0.59,ml,16,96,0.0453,0.1,ci,ci39449767,2020-10-30T14:34:27.282Z,"16km W of Searles Valley, CA",earthquake,0.22,0.37,0.124,7,reviewed,ci,ci
2020-10-30T00:59:14.587Z,41.2315,-120.2836,0,1.7,ml,6,159.55,0.671,0.1535,nn,nn00781124,2020-10-31T02:26:58.612Z,"16 km SW of Eagleville, California",earthquake,,0,0.11,3,reviewed,nn,nn
2020-10-30T00:57:12.570Z,40.7455,-112.0305,6.72,0.95,md,11,112,0.03252,0.06,uu,uu60416487,2020-11-02T21:57:18.370Z,"6 km NNW of West Valley City, Utah",earthquake,0.38,0.71,0.177,7,reviewed,uu,uu
2020-10-30T00:53:24.830Z,33.3595,-116.4015,9.19,0.62,ml,27,104,0.04354,0.13,ci,ci39449759,2020-10-30T14:29:39.441Z,"12km NNW of Borrego Springs, CA",earthquake,0.23,0.55,0.073,7,reviewed,ci,ci
2020-10-30T00:51:26.510Z,19.334,-155.190166666667,4.7,2.37,ml,45,83,,0.13,hv,hv72207561,2020-11-10T00:23:49.120Z,"12 km SSE of Volcano, Hawaii",earthquake,0.27,0.82,0.171275295599632,22,reviewed,hv,hv
2020-10-30T00:51:07.720Z,19.4266666666667,-155.279833333333,1.96,0.61,md,17,205,,0.16,hv,hv72207556,2020-11-10T00:30:55.230Z,"5 km WSW of Volcano, Hawaii",earthquake,0.48,0.29,0.150715181974456,7,reviewed,hv,hv
2020-10-30T00:46:57.090Z,35.0315,-118.5628333,8.82,0.9,ml,11,129,0.1484,0.12,ci,ci39449751,2020-10-30T23:46:52.423Z,"15km SW of Tehachapi, CA",earthquake,0.32,1.34,0.072,2,reviewed,ci,ci
2020-10-30T00:43:13.460Z,36.066,-117.3885,2.13,1.72,ml,24,86,0.08183,0.16,ci,ci39449743,2020-10-30T13:55:09.160Z,"33km N of Searles Valley, CA",earthquake,0.38,0.61,0.109,25,reviewed,ci,ci
2020-10-30T00:40:05.970Z,54.0229,-165.5089,63.2,2,ml,,,,0.47,ak,ak020dyrm3ae,2020-11-12T17:10:36.422Z,"21 km SE of Akutan, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-30T00:35:49.930Z,37.6375,-119.3878333,5.23,1.23,md,10,146,0.245,0.06,nc,nc73476246,2020-10-30T03:21:07.016Z,"20km SE of Yosemite Valley, CA",earthquake,0.42,7.55,0.157,8,reviewed,nc,nc
2020-10-30T00:35:20.630Z,38.82,-122.8115,3.63,1.53,md,51,41,0.003568,0.05,nc,nc73476241,2020-11-09T19:47:04.661Z,"7km NW of The Geysers, CA",earthquake,0.17,0.23,0.208,19,reviewed,nc,nc
2020-10-30T00:33:32.354Z,69.3408,-143.5516,7.3,1.7,ml,,,,0.68,ak,ak020dyrkn8z,2020-11-12T17:10:52.537Z,"88 km S of Kaktovik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-30T00:32:21.256Z,52.3378,-174.1613,3.6,0.8,ml,,,,0.46,ak,ak020dyrketn,2020-11-12T17:10:36.209Z,"15 km N of Atka, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-10-30T00:26:19.290Z,35.6301667,-117.4196667,8.24,0.9,ml,25,96,0.1142,0.11,ci,ci39449719,2020-10-30T00:45:31.879Z,"15km S of Searles Valley, CA",earthquake,0.17,0.76,0.092,15,reviewed,ci,ci
2020-10-30T00:21:43.460Z,36.65433333,-98.8005,6.17,1.07,ml,20,116,0.1070789874,0.08,ok,ok2020vhqd,2020-11-02T17:05:07.302Z,"5 km SSW of Avard, Oklahoma",earthquake,,0.8,0.22,7,reviewed,ok,ok
2020-10-30T00:19:56.490Z,38.1715,-117.8223,8.5,1.4,ml,26,61.38,0.052,0.08,nn,nn00780979,2020-10-30T00:44:14.658Z,"34 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-10-30T00:17:36.100Z,37.6586667,-119.0246667,-0.15,-0.07,md,7,108,0.00995,0.08,nc,nc73476236,2020-10-30T00:32:29.246Z,"5km WNW of Mammoth Lakes, CA",earthquake,0.56,0.78,0.326,5,reviewed,nc,nc
2020-10-30T00:16:01.303Z,52.3348,-174.1533,6.2,0.9,ml,,,,0.43,ak,ak020dyrgxus,2020-11-12T17:10:35.987Z,"15 km NNE of Atka, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-30T00:15:53.999Z,54.1565,-159.6758,25.81,3,ml,,268,0.677,0.57,us,us7000cdvw,2020-11-21T04:58:10.040Z,"141 km SSE of Sand Point, Alaska",earthquake,8.9,17.3,0.097,14,reviewed,us,us
2020-10-30T00:15:25.820Z,19.4074993133545,-155.289840698242,0.280000001192093,2.08999991,md,11,90,,0.0900000036,hv,hv72207471,2020-10-30T00:18:35.250Z,"7 km WSW of Volcano, Hawaii",earthquake,0.28,0.340000004,1.99000001,6,automatic,hv,hv
2020-10-30T00:14:23.600Z,36.023,-117.7748333,2.34,0.45,ml,9,80,0.008068,0.07,ci,ci39449703,2020-10-30T00:37:49.826Z,"15km NE of Little Lake, CA",earthquake,0.17,0.15,0.185,5,reviewed,ci,ci
2020-10-30T00:11:48.829Z,36.6615,-98.798,5.69,1.93,ml,53,71,0.1106782811,0.24,ok,ok2020vhpv,2020-10-30T13:14:04.395Z,"4 km S of Avard, Oklahoma",earthquake,,0.5,0.25,19,reviewed,ok,ok
